Accession,Title,Technology,Taxonomy,Data Rows,Samples Count,Series Count,Contact,Release Date
GPL19726,"Exiqon miRCURY LNA microRNA Array, 7th generation - hsa (miRBase v18.0)",spotted oligonucleotide,Homo sapiens,2084,36,1,Nathanael Raschzok,24-Dec-16
GPL22854,Agilent-047308 Cricetulus griseus CHO2agl44v1,in situ oligonucleotide,Cricetulus griseus,45220,16,1,Gerald Klanert,23-Dec-16
GPL20878,Agilent-073748 PPCD1 CNV 17.3-34.0 (Feature Number version),in situ oligonucleotide,Homo sapiens,62976,0,0,Anthony J. Aldave,22-Dec-16
GPL21278,Illumina Sentrix BeadChip Mouse WG-6 v2 array [Probe ID version],oligonucleotide beads,Mus musculus,45281,44,4,NIEHS Microarray Core,22-Dec-16
GPL22827,Agilent-065185 Human Genome CGH 4X180K array [Probe Name Version],in situ oligonucleotide,Homo sapiens,180880,0,0,shi jie,22-Dec-16
GPL22840,Illumina HiSeq 4000 (Lactobacillus acetotolerans),high-throughput sequencing,Lactobacillus acetotolerans,0,12,1,GEO,22-Dec-16
GPL22842,Illumina HiSeq 4000 (Komagataella pastoris),high-throughput sequencing,Komagataella pastoris,0,6,1,GEO,22-Dec-16
GPL22847,Illumina HiSeq 2000 (Vibrio parahaemolyticus),high-throughput sequencing,Vibrio parahaemolyticus,0,10,2,GEO,22-Dec-16
GPL22848,Illumina HiSeq 2500 (Nothobranchius korthausae),high-throughput sequencing,Nothobranchius korthausae,0,2,2,GEO,22-Dec-16
GPL22849,Illumina HiSeq 2500 (Nothobranchius pienaari),high-throughput sequencing,Nothobranchius pienaari,0,2,2,GEO,22-Dec-16
GPL22850,Illumina HiSeq 2500 (Nothobranchius kuhntae),high-throughput sequencing,Nothobranchius kuhntae,0,2,2,GEO,22-Dec-16
GPL22851,Illumina HiSeq 2500 (Nothobranchius kadleci),high-throughput sequencing,Nothobranchius kadleci,0,2,2,GEO,22-Dec-16
GPL22852,Illumina HiSeq 2500 (Nothobranchius rachovii),high-throughput sequencing,Nothobranchius rachovii,0,2,2,GEO,22-Dec-16
GPL22853,Illumina HiSeq 2000 (Callosobruchus maculatus),high-throughput sequencing,Callosobruchus maculatus,0,24,1,GEO,22-Dec-16
GPL20918,NimbleGen Bovine 720K array v1.0 [101028_HK_btau_UMD3_meth.ndf],in situ oligonucleotide,Bos taurus,720655,48,2,Helene Kiefer,21-Dec-16
GPL22825,Illumina HiSeq 2000 (Sesbania cannabina),high-throughput sequencing,Sesbania cannabina,0,30,2,GEO,21-Dec-16
GPL22826,Illumina HiSeq 2500 (Eogystia hippophaecolus),high-throughput sequencing,Eogystia hippophaecolus,0,5,1,GEO,21-Dec-16
GPL22828,Illumina MiSeq (Actinobacillus succinogenes 130Z),high-throughput sequencing,Actinobacillus succinogenes 130Z,0,12,1,GEO,21-Dec-16
GPL22560,OSUrbt Oncorhynchus mykiss 1.6K v2.1,spotted oligonucleotide,Oncorhynchus mykiss,1686,62,1,Susan C. Tilton,20-Dec-16
GPL22824,Illumina MiSeq (Campylobacter jejuni),high-throughput sequencing,Campylobacter jejuni,0,115,5,GEO,20-Dec-16
GPL20763,Affymetrix AGRONOMICS Tiling Array [remapping to TAIR10],in situ oligonucleotide,Arabidopsis thaliana,0,10,3,Rafal Archacki,19-Dec-16
GPL22814,Illumina MiSeq (Zika virus),high-throughput sequencing,Zika virus,0,10,1,GEO,19-Dec-16
GPL22815,Illumina Genome Analyzer IIx (Gallus),high-throughput sequencing,Gallus,0,9,1,GEO,19-Dec-16
GPL22816,Illumina Genome Analyzer II (Gallus),high-throughput sequencing,Gallus,0,1,1,GEO,19-Dec-16
GPL22817,[FelGene-1_0] Feline Gene 1.0 ST Array [transcript (gene) version],in situ oligonucleotide,Felis catus,36007,6,1,"Affymetrix, Inc.",19-Dec-16
GPL22819,Illumina Human PsychArray-24 v1.1,oligonucleotide beads,Homo sapiens,571054,549,5,GEO admin,19-Dec-16
GPL22820,Applied Biosystems TaqMan Rodent MicroRNA A Array v2.0 [4398967],RT-PCR,Mus musculus;Rattus norvegicus,0,37,6,GEO admin,19-Dec-16
GPL21467,Agilent-022046 Citrus 44K long oligo array,in situ oligonucleotide,Citrus,43803,24,4,Jose Gadea,18-Dec-16
GPL22808,Illumina Genome Analyzer (Sedum alfredii),high-throughput sequencing,Sedum alfredii,0,4,1,GEO,17-Dec-16
GPL22809,Illumina Genome Analyzer (Sedum plumbizincicola),high-throughput sequencing,Sedum plumbizincicola,0,8,1,GEO,17-Dec-16
GPL22810,454 GS FLX (Sedum plumbizincicola),high-throughput sequencing,Sedum plumbizincicola,0,1,1,GEO,17-Dec-16
GPL19589,NanoString Prognostic Liver Signature panel (PLS) - Slim (32 genes),other,Homo sapiens,36,263,2,Yujin Hoshida,16-Dec-16
GPL22804,Illumina HiSeq 2500 (Phormium tenax),high-throughput sequencing,Phormium tenax,0,2,1,GEO,16-Dec-16
GPL22807,Illumina HiSeq 2500 (Chromochloris zofingiensis),high-throughput sequencing,Chromochloris zofingiensis,0,167,7,GEO,16-Dec-16
GPL22701,Agilent-066279 Bovine_Microarray_FECUND_INRA_v1 [PROBE NAME],in situ oligonucleotide,Bos taurus,61325,14,2,Anaïs Vitorino Carvalho,15-Dec-16
GPL22702,Agilent-075257 Bovine Microarray FECUND INRA v2 022520 [PROBE NAME],in situ oligonucleotide,Bos taurus,61349,13,2,Anaïs Vitorino Carvalho,15-Dec-16
GPL22800,Illumina HiSeq 2500 (Ambystoma mexicanum),high-throughput sequencing,Ambystoma mexicanum,0,1737,9,GEO,15-Dec-16
GPL22801,Illumina HiSeq 2500 (Polyodon spathula),high-throughput sequencing,Polyodon spathula,0,6,1,GEO,15-Dec-16
GPL22802,Illumina NextSeq 500 (Streptomyces tsukubensis NRRL18488),high-throughput sequencing,Streptomyces tsukubensis NRRL18488,0,8,1,GEO,15-Dec-16
GPL22783,Agilent-052809 Genotypic_Custom_WhiteSpruce_4x180K_CGH_Array [Probe name version],in situ oligonucleotide,Picea glauca,177321,73,1,Julien Prunier,14-Dec-16
GPL22797,Illumina HiSeq 2000 (Xenopus tropicalis x Xenopus laevis),high-throughput sequencing,Xenopus tropicalis x Xenopus laevis,0,10,2,GEO,14-Dec-16
GPL22798,Illumina HiSeq 2000 (Procambarus fallax),high-throughput sequencing,Procambarus fallax,0,6,3,GEO,14-Dec-16
GPL21991,NCI Glycoarray-411,spotted peptide or protein,Bos taurus;Bothrops moojeni;Ceratonia siliqua;Dermestes lardarius;Frangula alnus;Gallus gallus;Gossypium hirsutum;Homo sapiens;Human immunodeficiency virus 1;Megathura crenulata;Mus musculus;Oncorhynchus nerka;Oryctolagus cuniculus;Ovis aries;Pachymenia carnosa;Pandalus borealis;Quercus alba;Senegalia senegal;Trypanosoma cruzi,407,168,1,Jeff Gildersleeve,13-Dec-16
GPL22782,Agilent-074512 CBCmouselncRNAmRNA180k,in situ oligonucleotide,Mus musculus,97904,144,17,Ming Cui,13-Dec-16
GPL22786,Illumina HiSeq 2500 (Ascodesmis nigricans),high-throughput sequencing,Ascodesmis nigricans,0,6,1,GEO,13-Dec-16
GPL22787,Illumina HiSeq 2500 (Streptomyces hygroscopicus),high-throughput sequencing,Streptomyces hygroscopicus,0,1,1,GEO,13-Dec-16
GPL22788,Illumina HiSeq 2500 (Sordaria macrospora),high-throughput sequencing,Sordaria macrospora,0,12,2,GEO,13-Dec-16
GPL22790,Illumina MiniSeq (Homo sapiens),high-throughput sequencing,Homo sapiens,0,621,55,GEO,13-Dec-16
GPL22791,Illumina MiniSeq (Drosophila melanogaster; Homo sapiens),high-throughput sequencing,Drosophila melanogaster;Homo sapiens,0,1,1,GEO,13-Dec-16
GPL22793,Illumina HiSeq 2000 (Moniezia expansa),high-throughput sequencing,Moniezia expansa,0,4,1,GEO,13-Dec-16
GPL19709,Streptococcus pneumoniae D39 6x 7k,in situ oligonucleotide,Streptococcus pneumoniae D39,1883,6,1,Mukesh Kumar Yadav,12-Dec-16
GPL22784,Illumina HiSeq 2500 (Dictyostelium discoideum),high-throughput sequencing,Dictyostelium discoideum,0,271,3,GEO,12-Dec-16
GPL22781,Illumina HiSeq 2000 (Aspergillus luchuensis),high-throughput sequencing,Aspergillus luchuensis,0,6,1,GEO,11-Dec-16
GPL22780,Illumina NextSeq 500 (Taeniopygia guttata),high-throughput sequencing,Taeniopygia guttata,0,213,7,GEO,10-Dec-16
GPL22763,Agilent-039714 LincRNA SurePrint G3 Human GE 8x60K Microarray PVD 028004 [Probe Name version],in situ oligonucleotide,Homo sapiens,56288,74,2,Thomas Schmittgen,9-Dec-16
GPL22769,Illumina MiSeq (Pinellia ternata),high-throughput sequencing,Pinellia ternata,0,48,1,GEO,9-Dec-16
GPL22770,Illumina MiSeq (uncultivated soil bacterium),high-throughput sequencing,uncultivated soil bacterium,0,6,1,GEO,9-Dec-16
GPL22771,Illumina Genome Analyzer IIx (Cucumis sativus),high-throughput sequencing,Cucumis sativus,0,2,1,GEO,9-Dec-16
GPL22775,Illumina MiSeq (Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344),high-throughput sequencing,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,0,32,4,GEO,9-Dec-16
GPL22776,Illumina HiSeq 1000 (Mesocricetus auratus),high-throughput sequencing,Mesocricetus auratus,0,16,1,GEO,9-Dec-16
GPL22777,Illumina NextSeq 500 ([Candida] glabrata),high-throughput sequencing,Nakaseomyces glabratus,0,31,5,GEO,9-Dec-16
GPL22778,Illumina HiSeq 2500 (Antirrhinum majus),high-throughput sequencing,Antirrhinum majus,0,25,2,GEO,9-Dec-16
GPL22779,Illumina NextSeq 500 (unidentified),high-throughput sequencing,unidentified,0,13,2,GEO,9-Dec-16
GPL22298,LC Sciences Branchiostoma belcheri Custom Array LCB_D140317,in situ oligonucleotide,Branchiostoma belcheri,1686,5,2,Xin Liao,8-Dec-16
GPL22760,Agilent-070154 Rat miRNA Microarray (miRNA ID version version),in situ oligonucleotide,Rattus norvegicus,780,150,12,Agilent Technologies,8-Dec-16
GPL22765,Illumina HiSeq 4000 (Caenorhabditis elegans),high-throughput sequencing,Caenorhabditis elegans,0,1386,116,GEO,8-Dec-16
GPL22767,Illumina HiSeq 2500 (Homo sapiens; Human papillomavirus type 16),high-throughput sequencing,Homo sapiens;Human papillomavirus type 16,0,17,3,GEO,8-Dec-16
GPL22768,Illumina HiSeq 2500 (Homo sapiens; Human papillomavirus type 18),high-throughput sequencing,Homo sapiens;human papillomavirus 18,0,10,1,GEO,8-Dec-16
GPL21253,"HumanV2 GE 8x60K Microarrays, Agilent design ID: 039494 (original references: GPL19775 and GPL19773)",in situ oligonucleotide,Homo sapiens,36204,18,1,Lauro Sumoy,7-Dec-16
GPL22755,Agilent-076500 Human lncRNA+mRNA array (Probe name version),in situ oligonucleotide,Homo sapiens,125669,43,7,Yue Yu,7-Dec-16
GPL22757,Lymphochip DNA microarray,spotted DNA/cDNA,Homo sapiens,7399,240,1,Mervi Heiskanen,7-Dec-16
GPL22761,Illumina MiSeq (Aedes aegypti),high-throughput sequencing,Aedes aegypti,0,133,4,GEO,7-Dec-16
GPL22695,Agilent-075002 Mycobacterium tuberculosis array,in situ oligonucleotide,Mycobacterium tuberculosis,7044,4,1,Liyan Yu,6-Dec-16
GPL22751,Illumina HiSeq 4000 ((Citrus unshiu x Citrus sinensis) x Citrus reticulata),high-throughput sequencing,(Citrus unshiu x Citrus sinensis) x Citrus reticulata,0,9,1,GEO,6-Dec-16
GPL22752,Illumina HiSeq 4000 (Citrus reticulata x Citrus sinensis),high-throughput sequencing,Citrus reticulata x Citrus sinensis,0,9,1,GEO,6-Dec-16
GPL22758,Illumina HiSeq 2000 (Cellvibrio japonicus),high-throughput sequencing,Cellvibrio japonicus,0,48,7,GEO,6-Dec-16
GPL22598,[MoGene-2_0-st] Affymetrix Mouse Gene 2.0 ST Array (mogene20st_Mm_ENTREZG_20.0.0),in situ oligonucleotide,Mus musculus,23748,100,12,GEO admin,5-Dec-16
GPL22749,Illumina HiSeq 1500 (Xenopus tropicalis x Xenopus laevis),high-throughput sequencing,Xenopus tropicalis x Xenopus laevis,0,1,1,GEO,5-Dec-16
GPL22750,Illumina HiSeq 4000 (Osmanthus fragrans),high-throughput sequencing,Osmanthus fragrans,0,6,1,GEO,5-Dec-16
GPL22744,Illumina NextSeq 500 (Vibrio harveyi),high-throughput sequencing,Vibrio harveyi,0,9,1,GEO,4-Dec-16
GPL22734,UHNMAC Yeast 6.4 K array (Y6.4K) version 7 [Gene-level version],spotted DNA/cDNA,Saccharomyces cerevisiae,6191,6,1,Jordi Tronchoni,3-Dec-16
GPL22741,"Exiqon Human PCR panels I+II, V2",RT-PCR,Homo sapiens,745,53,1,SAYURI HIGAKI,3-Dec-16
GPL22742,Illumina Genome Analyzer IIx (Macropus eugenii),high-throughput sequencing,Notamacropus eugenii,0,10,1,GEO,3-Dec-16
GPL22743,Illumina HiSeq 1000 (mouse gut metagenome),high-throughput sequencing,mouse gut metagenome,0,4,1,GEO,3-Dec-16
GPL21241,"NanoString Expression Assay, nCounter Prognostic LSC mRNA signature for AML",other,Homo sapiens,40,307,2,Stanley Ng,2-Dec-16
GPL22735,Illumina HiSeq 2500 (mouse gut metagenome),high-throughput sequencing,mouse gut metagenome,0,119,5,GEO,2-Dec-16
GPL22736,Illumina HiSeq 4000 (Methylosinus trichosporium),high-throughput sequencing,Methylosinus trichosporium,0,12,1,GEO,2-Dec-16
GPL22740,Agilent-074036 SurePrint G3 Rat GE v2 8x60K Microarray G4858A (Probe Name version),in situ oligonucleotide,Rattus norvegicus,45738,509,31,GEO admin,2-Dec-16
GPL5430,sciTracer_Staphylococcus_aureus_N315_Scienion2003,spotted DNA/cDNA,Staphylococcus aureus subsp. aureus N315,6912,0,0,Peter Sass,1-Dec-16
GPL19522,NimbleGen_Azotobacter vinelandii_5k array v1.0 [080201_HE_NTNU_Azo_vinelandii_expr],in situ oligonucleotide,Azotobacter vinelandii DJ,5012,0,0,Helga Ertesvåg,1-Dec-16
GPL19540,Agilent-045110 AGP Porcine 44K oligo array v4.1 AGPOA4.1 (Probe name version),in situ oligonucleotide,Sus scrofa,38721,12,2,Hirohide Uenishi,1-Dec-16
GPL21717,Agilent-068681 CAZyChip prototype 2 [Probe Name version],in situ oligonucleotide,Bacteria,161826,94,1,Anne Abot,1-Dec-16
GPL22020,Human Operon V1.1 printed oligonucleotide array,spotted oligonucleotide,Homo sapiens,16305,31,1,Nariman Balenga,1-Dec-16
GPL22259,Nimblegen Human CGH 3x720K Whole-Genome Exon-Focused Array [090826_HG18_CGH_CCDS],in situ oligonucleotide,Homo sapiens,732777,254,1,Rose Yang,1-Dec-16
GPL22726,Illumina HiSeq 2500 (Bombus terrestris audax),high-throughput sequencing,Bombus terrestris audax,0,20,1,GEO,1-Dec-16
GPL22727,Illumina NextSeq 500 (mixed sample),high-throughput sequencing,mixed sample,0,9,1,GEO,1-Dec-16
GPL22728,Illumina HiSeq 2500 (Paraburkholderia phymatum STM815),high-throughput sequencing,Paraburkholderia phymatum STM815,0,19,3,GEO,1-Dec-16
GPL22733,Illumina HiSeq 2000 (Clostridium autoethanogenum),high-throughput sequencing,Clostridium autoethanogenum,0,20,2,GEO,1-Dec-16
GPL21517,Agilent-037209 RIKEN_AT_sORF1110,in situ oligonucleotide,Arabidopsis thaliana,35635,14,2,Kousuke Hanada,30-Nov-16
GPL22571,"Illumina HumanHT-12 WG-DASL V4.0 expression beadchip (gene summary, GenomeStudio report)",oligonucleotide beads,Homo sapiens,20261,98,2,Susan Neuhausen,30-Nov-16
GPL22572,TaqMan® Human MicroRNA Arrays customized plates,RT-PCR,Homo sapiens,32,42,1,Isabel Garcia Sousa,30-Nov-16
GPL22707,HIV genotyping DNA microarray CAB-HIV-160-v4.0,spotted oligonucleotide,Simian-Human immunodeficiency virus,768,470,1,Carlos Briones,30-Nov-16
GPL22723,Illumina HiSeq 2000 (Cercospora zeina),high-throughput sequencing,Cercospora zeina,0,7,1,GEO,30-Nov-16
GPL22724,Illumina HiSeq 2500 (Huperzia drummondii),high-throughput sequencing,Phylloglossum drummondii,0,1,1,GEO,30-Nov-16
GPL18797,Agilent-028889 Tursiops truncatus AM_v1 [Probe name version],in situ oligonucleotide,Tursiops truncatus,24478,94,1,Marion Neely,29-Nov-16
GPL21981,BaSysBio Bacillus subtilis T3 400K array,in situ oligonucleotide,Bacillus subtilis subsp. subtilis str. 168,5737,43,4,Ulrike Mäder,29-Nov-16
GPL20108,LC Sciences MRA-1003_miRRat_18,in situ oligonucleotide,Rattus norvegicus,0,12,2,Subhash C Pandey,29-Nov-16
GPL22708,Agilent-054269 8x60K_O.sativa_ssp_Japonica_exp-val_07-2013 (Probe name version),in situ oligonucleotide,Oryza sativa Japonica Group,59732,5,1,Dr.Nese Sreenivasulu,29-Nov-16
GPL22713,Illumina HiSeq 2500 (Carassius gibelio),high-throughput sequencing,Carassius gibelio,0,12,1,GEO,29-Nov-16
GPL22714,Illumina HiSeq 1500 (Acinetobacter baumannii),high-throughput sequencing,Acinetobacter baumannii,0,6,1,GEO,29-Nov-16
GPL22715,Illumina MiniSeq (Saccharomyces cerevisiae),high-throughput sequencing,Saccharomyces cerevisiae,0,203,23,GEO,29-Nov-16
GPL22716,Illumina HiSeq 4000 (Kluyveromyces lactis),high-throughput sequencing,Kluyveromyces lactis,0,41,3,GEO,29-Nov-16
GPL22717,Illumina HiSeq 2500 (Komagataella pastoris),high-throughput sequencing,Komagataella pastoris,0,7,2,GEO,29-Nov-16
GPL22718,Illumina HiSeq 2500 (Scheffersomyces stipitis),high-throughput sequencing,Scheffersomyces stipitis,0,6,1,GEO,29-Nov-16
GPL22719,Illumina HiSeq 4000 (Nesidiocoris tenuis),high-throughput sequencing,Nesidiocoris tenuis,0,3,1,GEO,29-Nov-16
GPL22709,Illumina HiSeq 2500 (Citrus limon),high-throughput sequencing,Citrus limon,0,9,1,GEO,28-Nov-16
GPL22710,Illumina HiSeq 2500 (Sinorhizobium meliloti),high-throughput sequencing,Sinorhizobium meliloti,0,36,5,GEO,28-Nov-16
GPL22711,Illumina HiSeq 2500 (Vibrio cholerae O1 biovar El Tor),high-throughput sequencing,Vibrio cholerae O1 biovar El Tor,0,1,1,GEO,28-Nov-16
GPL22706,Agilent-034592 Arabidopsis thaliana PSC_Custom [Feature number version],in situ oligonucleotide,Arabidopsis thaliana,62976,68,6,GEO admin,27-Nov-16
GPL22704,Illumina HiSeq 2500 (Phyllostachys edulis),high-throughput sequencing,Phyllostachys edulis,0,132,10,GEO,25-Nov-16
GPL20873,NimbleGen Human 2.0M CHARM array [Feinberg_HG18_Me_HX1],in situ oligonucleotide,Homo sapiens,2159406,216,3,David Gomez-Cabrero,24-Nov-16
GPL17998,SABiosciences custom panel CAPH11327E,RT-PCR,Homo sapiens,65,40,1,Christopher Hourigan,24-Nov-16
GPL22066,Affymetrix Axiom® Rye600k Genotyping Array,in situ oligonucleotide,Secale cereale,592878,0,0,Eva Bauer,23-Nov-16
GPL22703,Illumina MiSeq (Oryza sativa Japonica Group),high-throughput sequencing,Oryza sativa Japonica Group,0,36,3,GEO,23-Nov-16
GPL22696,Agilent-070154 Rat_miRNA_V21.0_Microarray 070153 [Probe name version],in situ oligonucleotide,Rattus norvegicus,1828,36,3,Agilent Technologies,22-Nov-16
GPL22485,RayBio Human Cytokine Array C1,antibody,Homo sapiens,25,4,1,Pei-Yu Wu,21-Nov-16
GPL22698,Illumina HiSeq 4000 (Saccharomyces mikatae),high-throughput sequencing,Saccharomyces mikatae,0,2,1,GEO,21-Nov-16
GPL22699,Illumina HiSeq 4000 (Saccharomyces bayanus),high-throughput sequencing,Saccharomyces bayanus,0,2,1,GEO,21-Nov-16
GPL22700,Illumina HiSeq 2500 (Sciaenops ocellatus),high-throughput sequencing,Sciaenops ocellatus,0,36,1,GEO,21-Nov-16
GPL22692,Agilent-069050 bacteria_mRNA_3627_Gramella flava [Probe name version],in situ oligonucleotide,Gramella flava,3687,8,1,Kai Tang,19-Nov-16
GPL22693,"Phenotypic, genomic and transcriptional analysis of Zymomonas mobilis ZM4 mutants with enhanced ethanol tolerance",in situ oligonucleotide,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,1886,6,1,Rosa Maria Gutierrez Rios,19-Nov-16
GPL22078,EuroGenTec Calbicans 7K,spotted oligonucleotide,Candida albicans,13138,17,2,Sebastian Vlaic,18-Nov-16
GPL22680,DGC Drosophila v1 6k array,spotted DNA/cDNA,Drosophila melanogaster,8320,5,1,Ansgar Klebes,17-Nov-16
GPL22687,Agilent-065539 SurePrint G3 Human Custom CGH 60K array,in situ oligonucleotide,Homo sapiens,61144,75,1,Rosnah Binti Zain,17-Nov-16
GPL22689,Illumina HiSeq 2000 (Streptococcus sanguinis),high-throughput sequencing,Streptococcus sanguinis,0,46,4,GEO,17-Nov-16
GPL22681,Illumina HiSeq 1500 (Schizosaccharomyces pombe),high-throughput sequencing,Schizosaccharomyces pombe,0,216,9,GEO,16-Nov-16
GPL22682,Illumina HiSeq 4000 (Schizosaccharomyces pombe),high-throughput sequencing,Schizosaccharomyces pombe,0,564,34,GEO,16-Nov-16
GPL22683,Illumina HiSeq 2000 (Atriplex prostrata),high-throughput sequencing,Atriplex prostrata,0,42,2,GEO,16-Nov-16
GPL22684,Illumina HiSeq 2000 (Atriplex rosea),high-throughput sequencing,Atriplex rosea,0,42,2,GEO,16-Nov-16
GPL22685,Illumina HiSeq 3000 (Atriplex prostrata x Atriplex rosea),high-throughput sequencing,Atriplex prostrata x Atriplex rosea,0,30,2,GEO,16-Nov-16
GPL22686,Illumina HiSeq 2000 (Atriplex prostrata x Atriplex rosea),high-throughput sequencing,Atriplex prostrata x Atriplex rosea,0,6,1,GEO,16-Nov-16
GPL22688,Illumina NextSeq 500 (Mycobacterium tuberculosis),high-throughput sequencing,Mycobacterium tuberculosis,0,725,34,GEO,16-Nov-16
GPL22674,Illumina HiSeq 4000 (Saccharomyces cerevisiae BY4741),high-throughput sequencing,Saccharomyces cerevisiae BY4741,0,12,2,GEO,15-Nov-16
GPL22676,Illumina HiSeq 2500 (Patiria miniata),high-throughput sequencing,Patiria miniata,0,17,4,GEO,15-Nov-16
GPL22677,Illumina HiSeq 2500 (Fusarium graminearum PH-1),high-throughput sequencing,Fusarium graminearum PH-1,0,8,1,GEO,15-Nov-16
GPL22678,HumanOmniExpress-24 v1.1 BeadChip [SNP_ID version],oligonucleotide beads,Homo sapiens,713014,322,17,GEO admin,15-Nov-16
GPL22666,Illumina HiSeq 2000 (Dama dama),high-throughput sequencing,Dama dama,0,8,1,GEO,14-Nov-16
GPL22668,Ion Torrent PGM (Schizosaccharomyces pombe),high-throughput sequencing,Schizosaccharomyces pombe,0,271,25,GEO,14-Nov-16
GPL22669,Illumina HiSeq 2000 (Acropora),high-throughput sequencing,Acropora,0,0,0,GEO,14-Nov-16
GPL22670,Illumina HiSeq 2000 (Haliotis asinina),high-throughput sequencing,Haliotis asinina,0,0,0,GEO,14-Nov-16
GPL22671,Illumina HiSeq 2000 (Balanoglossus misakiensis),high-throughput sequencing,Balanoglossus misakiensis,0,0,0,GEO,14-Nov-16
GPL22672,Illumina HiSeq 2000 (Herdmania momus),high-throughput sequencing,Herdmania momus,0,0,0,GEO,14-Nov-16
GPL22673,Illumina HiSeq 2500 (Canis lupus familiaris; Mus musculus),high-throughput sequencing,Canis lupus familiaris;Mus musculus,0,8,1,GEO,14-Nov-16
